0.859784483,0.886146254,0.912508024,0.951428992,0.989272881,1.021930747,1.069618873,1.12097947,1.159419745,1.203504682,1.247589619,1.291674555,1.351627925,1.38922655,1.418624724,1.451164588,1.496780942,1.544461427,1.578230882,1.602916971,1.627373153,1.651829335,1.676285518,1.7007417,1.749136266,1.78700669,1.826955307,1.853052324,1.87710114,1.909458339,1.944689226,1.974649707,2.01465811,2.036245199,2.055988433,2.076060703,2.096132972,2.116205241,2.13627751,2.156349779,2.222079857,2.256176444,2.289084629,2.310884563,2.33627677,2.343125532,2.366047703,2.402410024,2.421099643,2.456056353,2.492915068,2.529722666,2.578226955,2.618626268,2.643633666,2.674725102,2.67389486,2.704879813,2.728722621,2.756135888,2.795971938,2.811266489,2.813590872,2.83638816,2.886963421,2.905853608,2.925157208,2.96109972,2.994752968,3.013614925,3.010856583,3.020413371,3.036038043,3.054228816,3.075076295
0.685553441,0.707742099,0.729930757,0.760525801,0.800418563,0.856689472,0.901107396,0.945297755,0.973934428,0.980632888,0.987331348,0.994029808,1.021086461,1.067469969,1.142562179,1.193850463,1.240165951,1.286481439,1.330333283,1.339977249,1.350184298,1.360391346,1.370598394,1.380805443,1.391012491,1.386555148,1.431061497,1.502167657,1.53975144,1.580321833,1.620892226,1.661462619,1.698962804,1.723098017,1.740807873,1.758517728,1.776227584,1.79393744,1.803051715,1.770173718,1.737245804,1.735670243,1.792514295,1.862842552,1.885836521,1.963254586,2.001307411,2.022457811,2.043608211,2.062561697,2.088495296,2.123083809,2.163006107,2.199970881,2.226692926,2.236561374,2.265182045,2.302887945,2.338209222,2.365069082,2.411366639,2.430481842,2.488033578,2.55203478,2.568987483,2.604430095,2.63505323,2.705692005,2.706825326,2.716379441,2.732461849,2.751221291,2.772454451,2.850053029,2.936797553
0.5510235,0.580307796,0.603287343,0.608444978,0.637399084,0.681589443,0.725779803,0.769970162,0.805603366,0.812301825,0.819000285,0.823495255,0.829174192,0.842909751,0.889225239,0.935540727,0.981856215,1.028171703,1.074487191,1.091516568,1.101723616,1.111930665,1.121225595,1.110089923,1.118258517,1.126427111,1.14011869,1.177957841,1.218528234,1.259098628,1.299669021,1.340239414,1.380809807,1.418292698,1.427195899,1.444905755,1.462290372,1.432834178,1.404835938,1.398765888,1.398247951,1.397730015,1.426662748,1.508523702,1.578866934,1.600017334,1.621167735,1.642318135,1.663468536,1.684618936,1.703845079,1.720775412,1.74778526,1.77866075,1.799502289,1.838372327,1.880123127,1.923123318,2.009142407,2.024575523,2.100349552,2.198215952,2.212817758,2.247381361,2.279447728,2.378014715,2.402794069,2.412345511,2.428885655,2.448599447,2.492783908,2.578566768,2.675617461,2.761016132,2.847445173
0.457040205,0.469249296,0.486237054,0.503224811,0.522518187,0.546718024,0.570941808,0.595165592,0.637272303,0.63908184,0.6519854,0.666180637,0.680375875,0.694826966,0.715029027,0.736388432,0.757747837,0.779107242,0.816177454,0.843055887,0.847872376,0.861058089,0.877934512,0.894931258,0.911928004,0.92892475,0.945992607,0.964895122,0.984902877,1.004910632,1.024918387,1.044926142,1.059586602,1.100156995,1.113583925,1.105797765,1.111616633,1.120795366,1.132660298,1.140671962,1.148683625,1.156695289,1.164706953,1.177576857,1.198727258,1.219877658,1.241028059,1.262178459,1.28332886,1.30447926,1.325629661,1.336960497,1.332265897,1.362218949,1.424558286,1.481177553,1.586211531,1.620330229,1.712665527,1.821237296,1.856648034,1.890332627,1.951770438,2.050337425,2.099927116,2.108311582,2.125309461,2.145977603,2.222700732,2.307611539,2.402941913,2.503061009,2.585234712,2.654141953,2.798376841
0.364035272,0.378920253,0.396715309,0.417317502,0.437971868,0.460958934,0.483533069,0.505388646,0.513742034,0.515321711,0.530571311,0.546663727,0.565716758,0.584769789,0.60439426,0.62458695,0.644879471,0.665323838,0.685768205,0.678499608,0.682481368,0.699805306,0.717129244,0.735537859,0.756079186,0.776620513,0.79716184,0.81702216,0.833621638,0.850221115,0.867810341,0.886653807,0.905497274,0.912735754,0.901354851,0.898790737,0.91845461,0.938118483,0.955895232,0.9640302,0.972165168,0.980300137,0.988435105,0.996570074,1.008653068,1.020784116,1.032915164,1.045785983,1.059411563,1.073037144,1.086662725,1.082808068,1.067475384,1.0521427,1.144265767,1.216764208,1.324981501,1.43355327,1.500478309,1.531408304,1.624093148,1.722660136,1.797647476,1.804277652,1.822122598,1.867706747,1.952617555,2.037528362,2.131455652,2.227317058,2.330504557,2.409453291,2.478360533,2.555099559,2.760866169
0.315822339,0.325714953,0.339490642,0.356088501,0.372686361,0.394104519,0.417112252,0.440205741,0.445603968,0.448466369,0.463537141,0.47972391,0.494652723,0.504796223,0.516740697,0.538238838,0.559736979,0.58122092,0.593279032,0.588729859,0.591556158,0.610073185,0.628590211,0.647107237,0.665624264,0.678208719,0.68986388,0.701519042,0.718296133,0.736988351,0.755680569,0.774372788,0.794319872,0.793630883,0.787661509,0.784826298,0.792293087,0.803356126,0.814419165,0.825482203,0.836509431,0.843649388,0.850789344,0.857929301,0.868127351,0.882564627,0.897001904,0.91143918,0.925876457,0.940653289,0.953023141,0.939631476,0.926239812,0.919627412,0.937297475,1.045869244,1.145258749,1.197848871,1.296415858,1.394982846,1.493549833,1.500243722,1.519500754,1.59762357,1.682534378,1.767445186,1.859969391,1.955830797,2.054657359,2.157948104,2.233671871,2.302579112,2.371486354,2.484786956,2.726153177
0.276032448,0.284635284,0.296172575,0.307709867,0.319247158,0.336246951,0.360382803,0.38440021,0.388190552,0.391980894,0.400727459,0.411352249,0.42197704,0.432601831,0.442707203,0.461234185,0.483486684,0.505739183,0.515150388,0.518242723,0.521335059,0.531270702,0.543369573,0.555468444,0.567567316,0.579666187,0.591765058,0.60386393,0.61616969,0.636683079,0.65768159,0.678680102,0.694863984,0.691831266,0.688798548,0.68576583,0.687268739,0.694845403,0.702422067,0.709998731,0.717575394,0.725152058,0.732728722,0.740305386,0.746144702,0.760331975,0.776664305,0.792996635,0.809328965,0.825661294,0.82812168,0.822428255,0.81673483,0.811041405,0.805347979,0.870171581,0.968738568,1.067305556,1.165872544,1.196390106,1.242629586,1.327540393,1.412451201,1.497362009,1.588483129,1.684344536,1.780205942,1.882100907,1.985391652,2.05789045,2.126797692,2.195704934,2.267036937,2.427611028,2.692589663
0.244094397,0.252932428,0.261160772,0.269389117,0.27937464,0.293193054,0.314691505,0.333118463,0.340754972,0.348133299,0.356936279,0.367561069,0.376407574,0.38318251,0.389957445,0.402892707,0.422131696,0.441389819,0.449754548,0.456908194,0.46406184,0.473240246,0.485339117,0.497437989,0.5082673,0.517053236,0.525839171,0.534625106,0.543411041,0.560143388,0.578109648,0.596260551,0.605638084,0.608713668,0.610667954,0.61262224,0.614576526,0.621974876,0.629551539,0.637128203,0.642548429,0.645856449,0.649164469,0.652472488,0.655780508,0.662962659,0.678510857,0.694059054,0.709781794,0.723573802,0.724739956,0.724354936,0.722703497,0.721052058,0.719400619,0.739628266,0.838195254,0.893023906,0.972546409,1.057457217,1.142368024,1.227278832,1.316996868,1.412858275,1.508719681,1.606253709,1.709544454,1.8128352,1.88210903,1.951016271,2.019923513,2.088830755,2.187348163,2.384146637,2.658728135
0.212849054,0.223101338,0.230505829,0.238722156,0.246947453,0.255172751,0.27502489,0.28890714,0.296906148,0.305048333,0.314381955,0.320127002,0.327247528,0.334579652,0.341911777,0.35012926,0.367553399,0.382218901,0.390831825,0.399444748,0.4082513,0.417481236,0.424589731,0.431862676,0.440928388,0.449994099,0.459059811,0.468125523,0.477191234,0.489130781,0.506699416,0.523609954,0.527481278,0.531352602,0.535223926,0.539095249,0.545414313,0.55050101,0.554840243,0.559179476,0.563518709,0.567857942,0.572197175,0.576536408,0.579257461,0.580933677,0.590466861,0.604383991,0.618307641,0.623328821,0.624895195,0.626461569,0.628027943,0.629594317,0.632079372,0.635391472,0.702463232,0.78737404,0.872284847,0.957195655,1.045510607,1.141372014,1.23723342,1.333094827,1.433697257,1.536988002,1.637420367,1.706327609,1.775234851,1.844142093,1.913049334,1.984508232,2.122128738,2.340682247,2.62459414
0.186260025,0.196505174,0.204052059,0.211456549,0.21886104,0.226719139,0.237866761,0.251162249,0.261577297,0.271992344,0.282219859,0.287964907,0.293709954,0.299455002,0.305342024,0.3120482,0.322639747,0.335136723,0.345203726,0.354796799,0.364389873,0.373982947,0.381332417,0.388440913,0.395549408,0.402657904,0.4097664,0.416872426,0.423869475,0.430866524,0.442516444,0.453814352,0.463047378,0.469388286,0.475729194,0.482070102,0.48841101,0.494129377,0.49846861,0.502807843,0.507147076,0.509183998,0.510860214,0.512536431,0.515807967,0.52053401,0.525260052,0.534564643,0.54121764,0.547870636,0.551495875,0.554807975,0.558120075,0.561432175,0.564744275,0.568056375,0.602201671,0.687112478,0.774024346,0.869885752,0.965747159,1.061608565,1.157850059,1.261140805,1.36443155,1.461638947,1.530546189,1.59945343,1.668360672,1.737267914,1.806175156,1.898202986,2.063930475,2.304482543,2.590460146
